ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Description
5072-Seedscereals,"Seeds, cereals",,,5072-Seedscereals,"  ‘Seeds, cereals’ [Shi] > ‘descendants’ [Guoce].  ||  [E] <> AA-PVM *k-coːŋɁ ‘seed’ [Ferlus].  ||  [WFE] ST: Chepang tuŋɁ- ‘to plant’ ᛝ duŋ ‘shoot, sprout’ (growing) ᛝ duŋ- ‘to sprout, grow’ (esp. plant), Tangsa (Barish) ¹toŋ(Ɂ) (Weidert 1987: 22).  "
5073-Tosow,To sow,,,5073-Tosow,"  ‘To sow’ [Shi], later also ‘to plant’ (a tree).   ||  [<] exoactive of zhǒng 種 (tśjwoŋᴮ) (§4.3).   ||  [E] This may possibly be the same word as → zhǒng3 腫踵 ‘to swell’, a seed then being something that first swells before growing sprouts. "
5074-Swellswollen,"Swell, swollen",,,5074-Swellswollen,"  ‘Swell, swollen’ 腫 [Zuo] > ‘tumor’ 腫 [Zhouli] > ‘heel’ [Li] > ‘follow in the footsteps of’ 踵 [Zuo]. For the semantic link between ‘swollen’ and ‘heel’ (< * ‘swelling’), see Matisoff (LTBA 17.2, 1994: 144). There are other etyma for ‘swollen’ with the same rime: → yōng2 癰 and → wèng 瓮甕罋 ‘jar, swollen’.   ||  [T] Sin Sukchu SR tʂjuŋ (上); MGZY jung (上) [tʂuŋ]  ||  [E] ST: Limbu thɔŋt- ‘to swell’. "
5075-Beswolleninflated,"Be swollen, inflated",,,5075-Beswolleninflated,"  ‘Be swollen, inflated’ [Shi].  ||  [<] endopass. of zhǒng 腫踵 (tśjwoŋᴮ) (§4.6)."
5076-Heavy,Heavy,,,5076-Heavy,"  ‘Heavy’ [Shi] > ‘important’ [BI, Zuo], ‘increase, to honor’ [Zuo].  ||  [E] Etymology not certain, but note TB-WB cum ‘double, form a pair’ (for the final nasal, see §6.7).  "
5077-Doubletwoaccumulate,"Double, two, accumulate",,,5077-Doubletwoaccumulate,"  ‘Double, two, accumulate’ [Shi] > ‘twice, repeat’ [Zuo].  ||  [<] exoactive of zhòng 重 (ḍjwoŋᴮ) (§4.3).   ||  [T] Sin Sukchu SR dʐjuŋ (平), PR dʐuŋ; MGZY cÿung (平) [dʐjuŋ]; ONW duoŋ"
5078-Milkofcowsandmares,Milk (of cows and mares),,,5078-Milkofcowsandmares,"  ‘Milk (of cows and mares)’ [Mu tianzi zhuan], ‘milk-like fluid’ [SW] is a loan from some ancient Central Asian language (Pulleyblank 1962: 250ff). LH was probably toŋᶜ because it is the simpler reading and MC ṭioŋᶜ is the reading of the phonetic element. "
5080-BenumerousallthemultitudeiecommonpeopleOBBIShiTSinSukchuSRtjuPRLRtuMGZYjungtuONWtsuEProbSTWTyosallwhole,"Be numerous, all, the multitude (i.e. common people) [OB, BI, Shi].   ||  [T] Sin Sukchu SR tʂjuŋ (去), PR, LR tʂuŋ; MGZY jung (去) [tʂuŋ]; ONW tśuŋ  ||  [E] Prob. ST: WT yoŋs ‘all, whole",,,5080-BenumerousallthemultitudeiecommonpeopleOBBIShiTSinSukchuSRtjuPRLRtuMGZYjungtuONWtsuEProbSTWTyosallwhole,"  ‘Be numerous, all, the multitude (i.e. common people) [OB, BI, Shi].   ||  [T] Sin Sukchu SR tʂjuŋ (去), PR, LR tʂuŋ; MGZY jung (去) [tʂuŋ]; ONW tśuŋ  ||  [E] Prob. ST: WT yoŋs ‘all, whole’ (incl. multitude of people) ᛝ OTib. yoŋ ‘in all, at all times, ever before’; for the initials, see §9.3.  "
5081-Boat,Boat,,,5081-Boat,"  ‘Boat’ [OB, Shi]. Acc. to the Yìjīng, a zhōu was originally a hollowed tree trunk (canoe) (Huáng Jīnguì, Shěn Xíróng YYWZX 1987.8: 41ff) like → yú14 俞.  ||  [WFE] MK *ɗuuk, *ɗuk ‘boat, canoe’ (Shorto 2006 #336): Khmer duːk, Bahn. *duːk ‘boat’, PVM *Ïoːk -> Tai-S. tuːkᴰ¹ ‘boat’ (Manomaivibool 1975: 159). For the lack of final consonant in CH, see §6.9. Syn. → chuán1 船. "
5082-Carriagepole,Carriage pole,,,5082-Carriagepole,  ‘Carriage pole’ [Shi] may perh. be cognate (‘trunk’ > ‘pole’ / ‘canoe’?). 
5083-Islandinariver,Island in a river,,,5083-Islandinariver,"  ‘Island in a river’ [BI, Shi].   ||  [T] Sin Sukchu SR tʂiw (平); MGZY jiw (平) [tʂiw]  ||  Several synonyms with different vowels may be related: zhǔ 渚, zhǐ 沚, chí 坻."
5084-Islet,Islet,,,5084-Islet,"  ‘Islet’ [Shi], smaller than zhōu [EY 12.2]. "
5085-Islet,Islet,,,5085-Islet,"  ‘Islet’ [Shi], smaller than zhǔ [EY 12.2].  "
5086-Iislet,Iislet,,,5086-Iislet,"  ‘Iislet’ [Shi], smaller than zhǐ [EY 12.2]. "
5087-Tosurroundencirclecircleeverywherecurveintheroad,"To surround, encircle, circle, everywhere, curve (in the road)",,,5087-Tosurroundencirclecircleeverywherecurveintheroad,"  ‘To surround, encircle, circle, everywhere, curve (in the road)’ [Shi].    ||  [WFE] Etymology not certain. Perh. connected with TB-WT gču-ba ~ lču-ba ‘screw’ ᛝ gčud-pa ~ lčud-pa ‘to turn, twist, plait, braid’. Alternative: Tai: S. diw³ ‘strips of rattan or bamboo bent in a circle to which ribs of a cage are fastened’ (McFarland: 330). Other alternative: note AA: Khmer jwta /cúuət/ ‘to encircle or wrap (the head) in a length of cloth’, the final -t would be lost in OC after a long vowel (§6.9); the initials could be reconciled if the source had tj- or tšj- (as opposed to ts-); a parallel case may be → zhōu4 周. A doubtful comparandum is → tāo1 綢."
5088-Tobewrappedroundpressedtightlytogetherdense,"To be wrapped round, pressed tightly together, dense",,,5088-Tobewrappedroundpressedtightlytogetherdense,"  ‘To be wrapped round, pressed tightly together, dense’ [BI, Shi], ‘bind round’ [Shi]; ‘nightgown’ 裯 [Shi] (Karlgren 1956: 17). "
5089-Betiedround,Be tied round,,,5089-Betiedround,  ‘Be tied round’ [Shi] (Baxter 1992: 513). 
5090-Tohaveaidhelp,"To have aid, help",,,5090-Tohaveaidhelp,"  ‘To have aid, help’ [Shi], ‘relieve, succour’ 賙 [Zhouli].  ||  [E] Etymology not clear. Perh. the s. w. as → zhōu3 周 ‘surround’ as words for ‘help, aid’ are often derived from the notion ‘next to, or around, a person’ (see under → zuǒ 左 and → yòu2 右). Alternatively, note AA: Khmer jwya [ɉuuj] /cúuəj/ ‘to aid, help, succour, rescue, save’, the final -j would be lost in OC after the long vowel (§6.9). For the initials, see the comment under → zhōu3 周. "
5091-Ricegruel,Rice gruel,,,5091-Ricegruel,"  ‘Rice gruel’ [Zuo, Li].  ||  [E] ST: Association with WT tʰug-pa ‘soup, broth’ (Bodman 1980: 172; HST: 137) is more straightforward than Karlgren’s (1956: 17) derivation from → yù22 育毓鬻 ‘produce’.  "
5092-Wrinklesfurrowstofrown,"Wrinkles, furrows; to frown",,,5092-Wrinklesfurrowstofrown,"  ‘Wrinkles, furrows; to frown’ [Tang: Han Yu] (Unger Hao-ku 35, 1986: 34).  ||  [E] ? ST: Lepcha a-sŭr ‘wrinkle’. Prob. related to → sù8 肅蒋 ‘shrivel, contract’. "
5093-Tocrinklecrape,"To crinkle, crape",,,5093-Tocrinklecrape,"  ‘To crinkle, crape’ [Shi].  ||  [<] exoactive of zhōu 皺 (tṣjəu) (§4.4)."
5094-Wristelbow,"Wrist, elbow",,,5094-Wristelbow,"  ‘Wrist, elbow’ [OB, Zuo].   ||  [<] This is a tone B endoactive body part derivation (§3.3.2) from a root *tru which also underlies → chù2 絀, hence lit. ‘the thing that is bending’. The phonetic in the latter may indicate some sort of velar in the complex initial, hence the word may be related to TB-WB kruiᶜ ‘bow down, stoop’, and perh. also to WT gru-mo ‘elbow’ (HST: 70) is related, which lit. means ‘corner, angle’, however. Note also PTai *x-: S. kʰɔɔᶜ¹ (loan?). The Lushai word for ‘elbow’ kiuᴸ < kiuɁ/h may belong to the root → jiǔ3 糾. For a semantic parallel, see wàn 腕 (under → yū1 迂紆). "
5097-Timeofdaylightdaytimemorningday,"Time of daylight, daytime, morning, day",,,5097-Timeofdaylightdaytimemorningday,"  ‘Time of daylight, daytime, morning, day’ [BI, Shi].    ||  [D] PMin *təuᶜ > Xiàmén, Fú’ān tauᶜ ‘afternoon’.  ||  [E] ST: WT gdugs  elegant sp. ‘midday, noon’ (Bodman 1980: 172; HST: 61).  ||  OC -> Tai: S. truuᴮ¹ ‘early morning’ (Manomaivibool 1975: 148). "
5098-Helmet,Helmet,,,5098-Helmet,  ‘Helmet’ [Shi]. 
5099-Fulldress,Full dress,,,5099-Fulldress,  ‘Full dress’ [Shi]. 
5100-Sleeve,Sleeve,,,5100-Sleeve,"  ‘Sleeve’ 褎 [Shi], 袖 [Zuo]. The role of *s- is not clear, perhaps iterative because sleeves come in pairs. "
5101-Towrapcover,"To wrap, cover",,,5101-Towrapcover,"  ‘To wrap, cover’ 韜 [ Yili]; ‘conceal, doubtful’ 慆 [Zuo]. This word may be unrelated.  This wf means any kind of ‘cover’ one slips over something. "
5106-Beredscarlet,"Be red, scarlet",,,5106-Beredscarlet,"  ‘Be red, scarlet’ [BI, Shi] may be an old basic word for ‘red’, rivaling → chì3 赤 (Baxter 1983).   ||  [E] <> MK: PVM *tɔh ‘red’ [Ferlus]. → zhě 赭 may perh. be cognate. "
5109-Pig,Pig,,,5109-Pig,"  ‘Pig’ [Zuo].    ||  [T] Sin Sukchu SR tʂy (平); MGZY jÿu (平) [tʂy]  ||  [D] CDC cieᴬ¹; more archaic forms are preserved in southern dialects: M-Fúzhōu tyᴬ¹, Cháozhōu tɯᴬ¹, Xiàmén tiᴬ¹; X-Chángshā tyᴬ¹; W-Kāihuà tɑᴬ¹   ||  [E] Perh. a ST word: Mru tia ‘(wild) pig’ (Löffler 1966: 146). Alternatively, → jiā8 豭 is said to be a dialect form of zhū [FY]; but since jiā appears to be much older than zhū, the latter could have developed *Cr- > tr- > ṭ which seems to be associated with rural words (§1.3.1; §7.1.4).  "
5110-Bamboo,Bamboo,,,5110-Bamboo,"  ‘Bamboo’ [Shi].  ||  [T] Sin Sukchu SR tʂy (入), PR tʂuɁ; MGZY jÿu (入) [tʂy]; ONW tuk  ||  [E] <> PTai: S. tɔɔkᴰ¹ᴸ < *proɔk, PKS *tʰruk ‘bamboo strip’; or PTai *Ɂdrok ‘a kind of bamboo’ (Luo Yongxian MKS. 27, 1997: 293). <> PMiao *Îəuᴰ. "
5111-Topursue,To pursue,,,5111-Topursue,"  ‘To pursue’ (animals, not men) [OB, Shu] (Schuessler 1987: 851; Qiu Xigui 2000: 213). See → zhuī2 追 for a near synonym which may be related in spite of the difference in finals.  "
5112-Torch,Torch,,,5112-Torch,"  ‘Torch’ [Li].  ||  [E] ST: PLB *duk ‘burn, be blazing’ ᛝ *Ɂduk ‘kindle, set on fire’ [Matisoff TSR: 39] > WB tok ‘blaze, flame, shine, glitter’; WT dugs-pa ‘to make warm, to light, kindle’; Lushai dukᴸ ‘be glowing with heat’ (like ashes) (HST: 151). This word may have a wider distribution, note MK: Bahnar tōk, Stieng dúk ‘to burn’. "
5113-Tocheckthefootstopwalking,"To check the foot, stop walking",,,5113-Tocheckthefootstopwalking,"  ‘To check the foot, stop walking’ [Yi], ‘stamp the foot’ [Xun].  ||  [WFE] ST: WT ’dug-pa ‘to sit, dwell, stay, remain’ (HST: 141); or WT rdog-pa ‘step, kick, walk’; JP tʰoŋ³¹ ‘stop’. "
5114-Tostop,To stop,,,5114-Tostop,  ‘To stop’ [Lie] > ‘dwell’ in a place [Nan Qishu]. 
5115-Tostopdwellstay,"To stop, dwell, stay",,,5115-Tostopdwellstay,"  ‘To stop, dwell, stay’ [Hou Hanshu], perhaps a variant of zhù 住 (ḍjuᶜ). "
5116-Tostampearthearthup,"To stamp earth, earth up",,,5116-Tostampearthearthup,"  ‘To stamp earth, earth up’ (earth into walls) > ‘build’ [Shi]; ‘beat, strike’ [Zhouli].  ||  [E] ST *truk: WT rdug-pa ‘to strike against, to stumble at’; WB tuik ‘strike against, engage in combat’. For more ST cognates and / or parallel stems, see under → chù1 觸. "
5117-Master,Master,,,5117-Master,"  ‘Master’ [Shi].   ||  [T] Sin Sukchu SR tʂy (上); MGZY jÿu (上) [tʂy]; ONW tśuoᴮ  ||  [E] Etymology not clear; note these comparanda: (1) ST: WT ǰo-bo ‘elder brother, lord, nobleman’ ᛝ ǰo-mo ‘mistress, lady, goddess’. (2) WT tʰu ‘chief’ (Peiros and Starostin CAAAL 22, 1984: 125). (3) MK: PMon *[d]ndooɁ  Nyah Kur ‘headman’, Mon ‘to teach, instruct’. (4) Tai: S. čok⁴ ‘a leader, chief’ (for final -k, see §3.2.2). "
5119-Alargedeerlivinginthemountains,A large deer living in the mountains,,,5119-Alargedeerlivinginthemountains,"  ‘A large deer living in the mountains’ [YiZhoushu]; its tail was used as a duster.  ||  [E] This word is perh. connected to MK: PMonic *-truus ‘boy, man’, OKhmer *trus ‘strong male of animals’; Kha Boloven truy ‘male of deer’, but we should expect an *r in the OC initial. "
5120-Toboilcook,"To boil, cook",,,5120-Toboilcook,"  ‘To boil, cook’ [Li].   ||  [T] Sin Sukchu SR tʂy (上); MGZY jÿu (上) [tʂy]  — [D] PMin *tšyᴮ  ||  [E] Bodman (1980: 134) compares this word with WB kyak, Lushai tlakᴸ < klak ‘to boil’ (vegetables). If related, an OC *kiaɁ needs to be assumed which had palatalized by the time of the Lǐjì, but this would leave Lushai still unexplained.  "
5122-Tostoreawaybagforclothes,"To store away, bag for clothes",,,5122-Tostoreawaybagforclothes,"  ‘To store away, bag for clothes’ 褚 [Zuo] (Mand. chǔ); ‘to store, supplies, storehouse, ownership’ [BI], ‘to heap’ 貯 [Guliang]. "
5123-Tocollectstoreup,"To collect, store up",,,5123-Tocollectstoreup,"  ‘To collect, store up’ [Guiyu]. Karlgren (1956: 17) connects this word with zhū 諸 ‘all’ (under → duō 多). "
5124-Tocut,To cut,,,5124-Tocut,"  ‘To cut’ 斸 [Guoyu], ‘cut out, eradicate’ 鐲 (zhuó) [Xun].  ||  [WFE] TB parallel stem: Lushai tśuᴸ / tśukᴸ (Lorr. chu) ‘to bite’ (as snake), ‘peck, strike with a pecking motion, knock against, injure’, WT mčʰu ‘lip, bill or beak of birds’ (the WT word is not related to → chún1 脣漘).   ||  [C] For ST cognate and / or parallel stems, see under → chù1 觸 for an overview."
5125-Tohewchopcarve,"To hew, chop, carve",,,5125-Tohewchopcarve,"  ‘To hew, chop, carve’ (trees, wood) 斲 [Shi], ‘to carve, chisel’ 琢 [Shi], ‘break open’  斲 [Zuo]; ‘to castrate’ 斀 [SW: Shu], ‘to beat, strike’ 椓 [Shi].   ||  [D] In some Yuè dialects this is the word for ‘to chop, cut’ (written → duò4 剁): HK col. tœkᴰ, Jiāngmén tiœkᴮ¹, Dòumén (Zhen) tiɔkᴰ¹, Bǎo’ān tiɔᴮ². The late word Mand. duò 剁 (tuâᴮ) [GY] ‘cop, cut’ may be related.  ||  [E] ST *trok: Mikir artòk < r-tò/uk  ‘chop off’. "
5126-Topeckup,To peck up,,,5126-Topeckup,"  [D] Mǐn: Amoy col. teɁᴰ¹, lit. tokᴰ¹, Zhāngzhōu tøɁ   ||  ‘To peck up’ [Shi]. "
5127-Beak,Beak,,,5127-Beak,"  ‘Beak’ 咮 [Shi], 啄 [Han texts]. In MC, there is no div. II in the QY rime -əu.  ||  [E] ST *trok: PLB *tok ‘peck, strike with a curved instrument, hook onto’, WB tok-hra ‘woodpecker’.  "
5128-Toattachconnect,"To attach, connect",,,5128-Toattachconnect,"  ‘To attach, connect’ [Li], ‘copulate’ [Mozi]. The meanings ‘touch’ [Zuo], ‘to apply’ (e.g. ear to wall) [Shijing] may have been influenced by → zhù7 注 ‘touch’.  ||  [E] AA, MK *tɔ[ɔ]k ‘to copulate (with)’ (Shorto 2006 #310) appears to be the same word.  ||  [WFE] ST: WT gtogs-pa ‘to belong to, be part of’ ᛝ tʰog-pa ‘to gather’ (HST: 52), rdogs-pa ‘to bind, fasten, tie’.  ||  TB has a parallel stem *dzoːk, *tsoːk (STC note 178): Chang suːk ‘vulva’, JP məc´ɔɁ ‘socket, vagina’, PLB *ɉok > WB cok. Lushai čʰuF (Lorr. chhu) < čʰuuɁ ‘vulva’ (Benedict LTBA 5.1, 1979)."
5129-Beconnectedattachedto,"Be connected, attached to",,,5129-Beconnectedattachedto,"  ‘Be connected, attached to’ [Shi], ‘belong to’ [Shu]; (‘fit’: ‘socket’ and related items:) ‘vulva, penis, to copulate’ (the SW radical of shǔ is ‘tail’ – GSR 1224s).   ||  [<] endopass. voicing of zhǔ 屬 (§4.6). "
5130-Vulvapenis,"Vulva, penis",,,5130-Vulvapenis,"  ‘Vulva, penis’ [GY], lit. ‘socket’ acc. to Mei Tsu-Lin 1979.  ||  [E] ST: PTB *s-tu ‘vagina’ (HPTB: 247), WT stu, Chepang tuɁ ‘female genitals’ (Weidert 1987: 27)."
5131-Tobindattach,"To bind, attach",,,5131-Tobindattach,"  ‘To bind, attach’ [Shi]. This word may perhaps be the base for → zhù10 祝 ‘prayer’, i.e. ‘binder’.   ||  [T] Sin Sukchu SR tʂy (入); MGZY jÿu (入) [tʂy]  ||  [C] It is not yet clear how the different outside etyma may be related to one or other member of this large CH word family — if these CH words should indeed all be related. For further alternatives, see → dào1 倒."
5132-Spacebetweengateandgatescreen,Space between gate and gate-screen,,,5132-Spacebetweengateandgatescreen,  ‘Space between gate and gate-screen’ [Liji]. Perh. related to → cháng5 場 [ḍɑŋ]. 
5134-Lamb,Lamb,,,5134-Lamb,"  ‘Lamb’ [Shi] (syn. tà 羍 (tʰât)  LH tʰɑt ‘lamb’ [OB, SW]).  ||  [E] Etymology not certain; perh. ST: WT ra-ma ‘goat’, Kanauri la. For the initial correspondence, see §7.1.4; §12.9 WT (6). "
5135-Ramie,Ramie,,,5135-Ramie,"  ‘Ramie’ 苧, 紵 [Shi], ‘cloth’ or ‘rope’ made thereof [Hanshu], 苧 [Shiji].   ||  [D] M-Xiàmén tɯᴮ²;  Zhōngbǎo kyɁᴰ² (common in Kè-Mǐn, Branner 1995: 268).  ||  [E] ? ST: WT ras ‘cotton cloth’; Lushai laᴸ < laɁ/h ‘cotton’. For the initial correspondence, see §7.1.4; §12.9 WT (6). <> PMiao *ndoᶜ ‘hemp’ (discussed by Strecker LTBA 10.2, 1987: 49).  "
5136-Topour,To pour,,,5136-Topour,"  ‘To pour’ [Shi].    ||  [WFE] Bodman (1980: 172) compares WT čʰu ‘water’ ᛝ ’čʰu-ba, bčus ‘to ladle or scoop water, irrigate’ and also includes dǒu in this wf. TB *lu ‘to pour, cast’ has initial *l and belongs to → yù4 浴 ‘to pour, bathe’. "
5137-Tocast,To cast,,,5137-Tocast,"  ‘To cast’ (metal) [BI, Zuo].  "
5138-Ladle,Ladle,,,5138-Ladle,"  ‘Ladle’ [Zhouli] is a tone B noun derived from zhù, lit. ‘the thing which does the pouring’. "
5139-Bushelladlenameofaconstellation,"Bushel, ladle, name of a constellation",,,5139-Bushelladlenameofaconstellation,"  ‘Bushel, ladle, name of a constellation’ [Shi]. "
5140-Toflowintojoinmeet,"To flow into, join, meet",,,5140-Toflowintojoinmeet,"  ‘To flow into, join, meet’ intr. (as a river flows into another / the ocean) [Meng 3A, 4; Shanhaijing 5]. ‘To conduct water’ [Shi] may be this word or belong to → zhù5 注 ‘to pour’.  ||  [E] Etymology not certain. On the one hand, this word seems to be the cognate of WT mdo ‘point where two valleys / rivers meet’, i.e. ‘confluence, lower part of valley’; it could be the s. w. as → zhù7 注 ‘be touched’. On the other hand, this may be the same word as → zhù5 注 ‘to pour’ which, however, has a different WT cognate. "
5141-Toapply,To apply,,,5141-Toapply,"  ‘To apply’ [Zuo], ‘be touched’ [Zhuang], ‘bring together’ [Zhouli].  ||  [WFE] ST: WB tuiᶜ ‘touch lightly’, Lushai tuukF ‘to touch’ (as in a game). This stem may be related to → zhǔ8 屬 ‘attach, connect’. "
5142-Tocomeincontactwithmeetnextfollowingday,"To come in contact with, meet, next following day",,,5142-Tocomeincontactwithmeetnextfollowingday,"  ‘To come in contact with, meet, next following day’ [OB]. "
5144-Pillar,Pillar,,,5144-Pillar,"  ‘Pillar’ [Yili].   ||  [T] Sin Sukchu SR dʐy (上); MGZY cÿu (上) [dʐy]  ||  [WFE] ST: TB-WB tuiŋ ‘post, column’; SChin Daai ktuŋ ‘post’ [Hartmann ICSTLL 1999: 6], JP toɁ³¹ < tok³¹ ᛝ ʃə⁵⁵-to⁵⁵ ‘pillar’. For the TB final -ŋ, see §3.2.4). Perh. related to → zhuó9 梲. "
5145-Topropupsupport,"To prop up, support",,,5145-Topropupsupport,"  ‘To prop up, support’ [Guoce] (Karlgren 1956: 9)."
5146-Prayerinvoker,Prayer; invoker,,,5146-Prayerinvoker,"  ‘Prayer; invoker’ [BI, Shi], ‘to pray’ [Zuo]. This word may perh. be the same etymon as ‘to bind, attach’ (i.e. ‘a binder’), see → zhǔ7 屬.   ||  [T] Sin Sukchu SR tʂy (入); MGZY jÿu (入) [tʂy]  ||  [WFE] There is no outside etymological connection, similarity with AA-Pearic troː ‘to pray’ is prob. coincidence. "
5147-Tocurse,To curse,,,5147-Tocurse,  ‘To curse’ [Shi] (Karlgren 1956: 12).  ||  [<] perh. extrovert (§4.3). 
